two_theta_deg,intensity
6.179999999999974847e+00,1.198822962411596109e+03
6.199999999999974420e+00,1.202071563442377055e+03
6.219999999999973994e+00,1.205333820974198261e+03
6.239999999999973568e+00,1.208609813136424918e+03
6.259999999999973141e+00,1.211899618624589948e+03
6.279999999999972715e+00,1.215203316705361885e+03
6.299999999999972289e+00,1.218520987221565065e+03
6.319999999999971863e+00,1.221852710597253690e+03
6.339999999999971436e+00,1.225198567842832972e+03
6.359999999999971010e+00,1.228558640560240292e+03
6.379999999999970584e+00,1.231933010948173205e+03
6.399999999999970157e+00,1.235321761807377470e+03
6.419999999999969731e+00,1.238724976545986692e+03
6.439999999999969305e+00,1.242142739184919719e+03
6.459999999999968878e+00,1.245575134363332154e+03
6.479999999999968452e+00,1.249022247344125390e+03
6.499999999999968026e+00,1.252484164019516811e+03
6.519999999999967599e+00,1.255960970916661836e+03
6.539999999999967173e+00,1.259452755203342576e+03
6.559999999999966747e+00,1.262959604693709935e+03
6.579999999999966320e+00,1.266481607854087315e+03
6.599999999999965894e+00,1.270018853808842096e+03
6.619999999999965468e+00,1.273571432346308711e+03
6.639999999999965041e+00,1.277139433924783361e+03
6.659999999999964615e+00,1.280722949678576697e+03
6.679999999999964189e+00,1.284322071424133355e+03
6.699999999999963762e+00,1.287936891666216070e+03
6.719999999999963336e+00,1.291567503604155945e+03
6.739999999999962910e+00,1.295214001138168896e+03
6.759999999999962483e+00,1.298876478875736666e+03
6.779999999999962057e+00,1.302555032138065371e+03
6.799999999999961631e+00,1.306249756966601581e+03
6.819999999999961204e+00,1.309960750129625694e+03
6.839999999999960778e+00,1.313688109128915585e+03
6.859999999999960352e+00,1.317431932206477768e+03
6.879999999999959925e+00,1.321192318351357699e+03
6.899999999999959499e+00,1.324969367306517825e+03
6.919999999999959073e+00,1.328763179575792037e+03
6.939999999999958646e+00,1.332573856430917203e+03
6.959999999999958220e+00,1.336401499918640411e+03
6.979999999999957794e+00,1.340246212867900113e+03
6.999999999999957367e+00,1.344108098897088666e+03
7.019999999999956941e+00,1.347987262421396281e+03
7.039999999999956515e+00,1.351883808660228851e+03
7.059999999999956088e+00,1.355797843644713112e+03
7.079999999999955662e+00,1.359729474225279091e+03
7.099999999999955236e+00,1.363678808079331930e+03
7.119999999999954809e+00,1.367645953718998953e+03
7.139999999999954383e+00,1.371631020498973839e+03
