two_theta_deg,intensity
3.041999999999977788e+01,3.810362126831406044e+02
3.043999999999977746e+01,3.821252080606913637e+02
3.045999999999977703e+01,3.832190522438365292e+02
3.047999999999977661e+01,3.843177745967794863e+02
3.049999999999977618e+01,3.854214047087072572e+02
3.051999999999977575e+01,3.865299723958745517e+02
3.053999999999977533e+01,3.876435077037132828e+02
3.055999999999977490e+01,3.887620409089618647e+02
3.057999999999977447e+01,3.898856025218201466e+02
3.059999999999977405e+01,3.910142232881265159e+02
3.061999999999977362e+01,3.921479341915598411e+02
3.063999999999977319e+01,3.932867664558644378e+02
3.065999999999977277e+01,3.944307515471008401e+02
3.067999999999977234e+01,3.955799211759194804e+02
3.069999999999977192e+01,3.967343072998614275e+02
3.071999999999977149e+01,3.978939421256831679e+02
3.073999999999977106e+01,3.990588581117070248e+02
3.075999999999977064e+01,4.002290879701989752e+02
3.077999999999977021e+01,4.014046646697709662e+02
3.079999999999976978e+01,4.025856214378113691e+02
3.081999999999976936e+01,4.037719917629413544e+02
3.083999999999976893e+01,4.049638093975000288e+02
3.085999999999976851e+01,4.061611083600551524e+02
3.087999999999976808e+01,4.073639229379447784e+02
3.089999999999976765e+01,4.085722876898443587e+02
3.091999999999976723e+01,4.097862374483647159e+02
3.093999999999976680e+01,4.110058073226785496e+02
3.095999999999976637e+01,4.122310327011761046e+02
3.097999999999976595e+01,4.134619492541515342e+02
3.099999999999976552e+01,4.146985929365185939e+02
3.101999999999976509e+01,4.159409999905582822e+02
3.103999999999976467e+01,4.171892069486959826e+02
3.105999999999976424e+01,4.184432506363122570e+02
3.107999999999976382e+01,4.197031681745829133e+02
3.109999999999976339e+01,4.209689969833539180e+02
3.111999999999976296e+01,4.222407747840474599e+02
3.113999999999976254e+01,4.235185396026017202e+02
3.115999999999976211e+01,4.248023297724444660e+02
3.117999999999976168e+01,4.260921839375001241e+02
3.119999999999976126e+01,4.273881410552320403e+02
3.121999999999976083e+01,4.286902403997190731e+02
3.123999999999976040e+01,4.299985215647681684e+02
3.125999999999975998e+01,4.313130244670624620e+02
3.127999999999975955e+01,4.326337893493457614e+02
3.129999999999975913e+01,4.339608567836440898e+02
3.131999999999975870e+01,4.352942676745243489e+02
3.133999999999975827e+01,4.366340632623911802e+02
3.135999999999975785e+01,4.379802851268211157e+02
3.137999999999975742e+01,4.393329751899374855e+02
3.139999999999975699e+01,4.406921757198224441e+02
3.141999999999975657e+01,4.420579293339708329e+02
3.143999999999975614e+01,4.434302790027832089e+02
3.145999999999975572e+01,4.448092680531003680e+02
3.147999999999975529e+01,4.461949401717794217e+02
3.149999999999975486e+01,4.475873394093116531e+02
3.151999999999975444e+01,4.489865101834832899e+02
3.153999999999975401e+01,4.503924972830794786e+02
3.155999999999975358e+01,4.518053458716321984e+02
3.157999999999975316e+01,4.532251014912118876e+02
